	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
PRSS35	0.368	0.566	0.192	0.578	0.058
TAS2R39	0	0	0	0	0
RAB10	25.785	18.035	22.406	24.373	22.736
TOLLIP	16.003	15.298	18.264	13.325	13.637
MORC4	7.386	13.157	8.127	9.566	8.888
C17orf69	3.601	3.436	3.335	1.113	2.641
HK3	0.105	0.685	0.48	0.188	0.277
LILRB2	0.443	0.914	0.836	0.896	0.855
LOC400759	0.835	1.314	1.357	1.279	0.464
SH3RF1	8.936	2.653	4.665	3.605	6.602
UGT1A8	0.015	0.016	0.018	0	0
RPLP1	2220.834	1990.856	4033.056	2276.12	3227.678
KIAA0892	14.268	13	15.219	10.216	13.013
ZC3H7B	31.343	24.199	38.132	25.964	23.063
AQR	6.855	4.698	5.126	4.683	4.697
DDX31	3.419	1.979	2.996	2.075	3.336
ASPHD1	1.551	0.519	2.052	0.389	7.36
AMDHD2	6.719	8.323	8.986	5.817	8.124
CSF3	0.037	3.323	0.839	0.091	1.887
TPP2	6.712	5.69	5.144	6.32	7.646
WBP2NL	0.606	0.251	0.607	0.311	0.352
C1QL2	0	0	0	0	0
CCDC103	27.652	1.505	16.524	1.617	18.077
MFSD7	0.892	1.793	1.534	2.12	1.41
HIST1H2AC	16.782	5.727	15.117	4.842	20.115
ZFP112	2.238	1.324	1.919	1.461	1.723
DTWD2	1.945	2.338	1.401	1.466	1.772
EPHX4	0.317	0.042	0.426	0.219	1.031
CXorf42	0.627	0.43	0.48	0.218	0.343
PARVB	11.482	11.616	13.135	19.652	8.02
GCNT4	1.966	0.454	0.607	0.49	0.4
STAC	0.154	17.379	1.008	5.789	0.824
ESR2	0.259	0.171	0.221	0.196	0.469
CACNB1	4.517	3.57	6.51	2.747	11.034
OTOP2	0	0.117	0	0.469	0
UBN1	7.061	7.025	6.254	6.001	5.415
IL11RA	7.081	18.043	8.884	13.444	3.058
SNORD15A	0.58	0.207	0.462	0	0
CLIC4	26.682	154.182	21.815	190.106	31.496
SNORD115-39	0	0	0	0	0
EFEMP1	37.943	32.61	34.144	56.797	11.7
FOXO3	16.85	10.534	14.219	17.798	14.958
PAR5	1.069	0.88	1.054	0.769	0.458
MRAP	2.401	1.385	3.319	1.355	3.159
HIST1H2AH	0	0	0	0.08	0
ITGA10	0.315	0.782	0.39	0.823	0.493
LDHD	5.178	1.726	8.326	1.842	3.299
CCDC120	5.818	3.232	7.185	1.997	6.619
SELT	23.269	12.718	16.967	13.662	18.236
NRBP2	6.892	10.313	8.896	5.703	9.819
GOLGB1	13.866	9.552	10.319	8.505	12.87
GRM8	0.271	0	0.278	0.009	0.023
SLC17A7	0.36	0.989	0.319	1.448	0.185
C10orf50	0.026	0.057	0.032	0	0.053
ZKSCAN2	1.44	1.154	1.427	1.568	1.324
NYNRIN	16.235	12.8	16.286	11.076	14.078
UBIAD1	7.126	4.929	7.877	4.432	8.212
IL20	0.046	0.464	0.027	0.056	0
DAZ3	0	0	0	0	0
PREP	8.378	7.904	8.803	9.304	7.825
WDR91	11.643	3.339	16.356	1.928	9.529
SVOPL	2.148	0.038	2.883	0.065	1.065
RNF180	9.218	11.645	6.82	10.135	7.701
AQP4	1.095	0	0.634	0.02	0.205
LOC146880	2.131	3.743	3.393	2.036	5.112
ZNF446	8.995	5.675	10.276	4.324	7.675
OR4C46	0	0	0	0	0
RSPH3	5.025	3.293	3.817	1.935	2.936
SNORD58A	0	0	0	0	0
HSPB8	14.755	80.002	13.489	65.576	27.916
KCTD6	4.736	2.7	5.597	3.423	9.771
MST1P9	0.749	0.079	0.742	0.147	0.561
EFR3A	13.929	12.87	9.911	13.207	14.755
SOCS6	6.11	3.777	4.531	4	4.816
AGT	2.753	1.95	2.273	5.621	17.171
PCDHGB1	2.111	2.579	1.917	2.226	1.173
TNFRSF21	6.463	8.631	10.963	5.869	25.43
IL22	0	0	0	0	0
CSGALNACT1	3.416	3.395	3.371	11.149	4.599
MUC2	0.004	0.004	0	0	0.04
ZNF266	7.267	6.105	8.756	4.008	9.523
FAM78A	1.241	1.23	1.562	1.953	2.301
NOL12	5.143	3.683	7.697	4.462	5.783
CNR2	0.016	0.034	0	0	0
TNFSF9	0.988	0.273	0.427	0.063	1.073
GUSB	27.128	15.154	34.036	26.214	27.793
SNRPA1	15.035	8.567	15.854	12.249	17.324
LOC100133991	1.619	0.031	1.484	0.035	1.243
ZNF77	1.238	1.279	1.993	1.381	1.169
PLAGL1	3.237	4.006	3.717	5.097	4.371
ATP5L2	0.143	0.191	0.128	0.132	0.143
MCM2	9.97	4.82	11.712	4.326	7.694
C17orf65	3.813	3.56	3.899	2.74	3.622
ABHD13	3.069	2.59	1.96	2.44	2.46
LOC283392	0.163	0.116	0.108	0.166	0.045
MXI1	17.997	18.293	15.514	15.865	15.643
TMEM8C	0	0	0	0	0
CROCCL2	4.693	6.354	6.456	3.094	5.458
CAMK2N1	4.849	14.091	6.494	20.784	6.058
DIO2	0.104	0.102	0.076	0.599	0.068
EIF1AD	6.037	4.516	6.986	4.859	7.366
APLP1	2.829	1.254	0.938	1.052	1.124
S1PR4	0.452	0.735	0.842	1.263	0.85
TMEM190	279.01	0.052	81.302	0.118	163.652
TRIM8	47.083	29.441	61.052	26.708	65.959
CEP120	6.75	5.718	3.697	4.82	4.608
CCDC51	6.309	3.901	6.194	5.401	8.513
HPSE	1.759	0.357	2.058	0.409	2.586
GUCY2F	0.093	0.025	0.028	0	0.109
ZNF70	4.991	3.657	4.6	2.965	3.363
CLDN19	0.041	0.139	0.107	0.07	0.146
SLC9A9	1.999	14.073	3.967	6.021	1.935
PPAP2C	74.969	3.62	70.706	4.73	90.751
VPS8	5.949	7.552	4.811	6.06	6.304
C19orf22	23.012	19.485	26.415	16.702	40.543
RNF121	9.665	7.089	10.762	6.11	7.061
TMEM26	0.277	2.447	0.142	1.906	0.426
MTTP	0.175	0.016	0.061	0.009	0.073
PHLDA3	38.244	24.925	42.977	21.92	60.935
NDUFA10	49.376	33.441	51.101	32.187	54.401
ODF2	26.186	10.394	17.931	14.91	20.902
VILL	6.999	3.93	9.523	4.879	6.892
C20orf202	0.285	0.057	0.107	0.175	0.054
KDELR1	118.157	74.18	132.845	77.522	131.18
LRP2BP	4.559	0.346	2.317	0.32	2.702
IDH3A	15.639	7.78	11.303	10.855	14.391
RAB28	10.312	6.317	7.75	8.766	8.272
ACTR3B	5.023	1.568	5.057	1.63	5.865
MUC4	17.912	0.096	5.874	0	54.399
FAM123C	0	0.02	0.038	0.017	0.014
MNAT1	9.456	5.706	6.647	6.68	9.11
EN1	0	0.052	0.012	0	0
NDC80	0.233	1.219	0.387	2.286	0.544
OR1A2	0	0.066	0	0	0
DSCAML1	2.492	0.748	1.384	0.947	1.206
EYS	0.121	0.101	0.081	0.058	0.115
ADAM22	0.676	4.992	0.509	2.637	0.312
C16orf72	9.11	8.668	6.635	8.704	8.014
TNFSF13	20.875	9.548	30.012	6.022	16.637
OR5R1	0	0	0	0	0
FSHR	0	0	0.015	0	0.038
DAD1	130.018	74.405	114.088	97.249	108.276
PON1	1.727	0.018	0.198	0.02	0.033
GCGR	0	0.03	0.017	0	0.084
KRT15	0.915	0.593	0.716	0.165	1.289
MYO16	0.057	0.049	0.034	0.063	0.046
C10orf40	0.032	0	0	0	0
DCHS2	0.503	4.731	0.385	1.8	0.825
ATP5J2	79.608	50.03	116.666	57.806	93.139
STAG1	13.204	11.529	10.279	14.645	7.594
GZMA	1.975	1.206	1.497	4.032	5.454
BIK	6.479	0.032	9.225	0.073	16.404
TYROBP	20.014	17.349	41.096	36.207	56.893
PTPRN2	12.01	0.987	8.139	2.241	7.063
EGFLAM	0.37	1.824	0.3	2.148	0.267
FOXA2	9.252	0	5.107	0.014	3.58
LMAN2L	16.475	10.46	16.208	11.208	11.888
COPB2	31.052	21.092	28.177	27.463	27.189
PPP2R5D	19.32	23.193	18.049	21.651	14.978
TTLL11	2.405	3.312	1.773	2.738	1.726
TBC1D2B	10.348	13.795	12.807	13.119	8.977
CDX2	0.027	0	0	0	0
ZNF445	3.371	3.634	3.312	3.2	2.527
TDRD5	0.138	0.009	0.408	0	0.871
SLC35A5	8.911	7.21	6.457	8.772	8.069
MAP2K6	1.645	1.742	1.728	1.045	1.706
SIX4	5.736	2.223	3.476	0.581	7.312
ZNF841	3.123	2.671	3.464	2.673	3.044
NFATC3	11.443	7.753	8.214	10.298	9.605
C14orf142	20.234	2.312	12.824	3.327	26.192
C22orf23	12.606	6.749	8.045	6.358	10.262
SHMT2	20.76	9.938	24.785	15.025	32.372
CLYBL	4.115	2.65	3.824	2.091	3.881
LAMP1	107.54	95.655	102.949	118.475	84.106
RB1	64.469	41.269	44.619	54.1	66.629
UCN3	1.25	0.043	1.059	0	0.161
PCDHGB5	4.93	3.201	4.487	3.03	2.205
MAP3K14	5.888	2.989	8.253	3.26	5.053
NECAB3	8.868	9.387	18.682	5.658	11.633
C8orf31	0.641	0.375	0.401	0.224	0.366
C15orf24	29.835	22.11	24.273	29.076	27.458
LOC153328	0	0.039	0.044	0	0.037
FAM63A	13.699	22.628	17.13	16.581	13.47
FAM47A	0	0	0.013	0	0
TCP11L1	2.011	5.45	2.037	4.022	1.935
C12orf12	0	0	0	0	0
DEF6	2.257	1.682	4.05	2.781	5.081
DRD1	0.119	0.054	0	0.073	0.051
NDUFB9	55.982	44.754	73.727	51.186	62.572
GLYATL1	0.513	0.027	0.367	0	0.384
FAM190B	4.949	12.047	3.442	9.422	4.988
PORCN	4.504	7.082	5.618	5.12	5.588
DEFB126	0	0	0.083	0	0
CAPZB	76.893	81.492	77.194	104.259	75.712
SGSH	12.534	14.718	20.35	10.887	16.022
COX4NB	7.409	6.899	9.701	8.034	8.185
GABRQ	0.014	0	0.051	0.158	0
FNDC3A	16.297	12.345	11.448	12.272	13.059
SLC25A12	3.741	7.351	4.369	6.345	5.268
TECTB	0	0	0	0	0
PIR	4.01	3.886	4.314	6.91	4.252
C1orf200	0.047	0.017	0	0	0.016
C21orf121	2.942	0.01	3.211	0	5.165
ZNF560	0	0	0.024	0.025	0
HCRTR1	0	0.073	0.04	0	0.034
TOP2A	0.924	0.381	1.726	0.269	2.306
CCR10	1.196	2.583	3.571	2.79	0.506
AMAC1L3	0	0.051	0.057	0	0
CCNB3	0.605	0.081	0.361	0.046	0.34
AGRN	71.771	16.851	88.496	15.344	65.46
FAM27A	4.77	0.61	2.531	0.2	2.079
POU5F2	0.022	0.213	0	0	0.022
LGI4	4.311	11.429	6.402	11.627	3.453
TACR2	1.9	24.709	5.317	59.159	5.136
ZZEF1	16.769	23.367	19.691	14.846	16.635
PPM1B	18.799	16.214	13.971	17.643	16.631
ART4	0.365	0.36	0.335	1.135	0
USP9X	15.81	11.151	12.271	10.717	16.713
UBE2F	12.854	12.617	10.989	13.855	14.556
HOXA13	0	1.667	0	0.921	0
CPLX4	0	0	0	0	0
SST	0.086	0.046	0.206	0	1.98
ZNF813	2.229	0.868	1.923	1.579	1.778
AQPEP	0.094	0.042	0.047	0.01	0.047
CDK11A	14.497	17.758	17.844	15.011	19.528
KIAA0247	19.197	8.017	13.934	7.009	22.71
LOC92249	10.465	14.142	8.854	12.174	10.422
NKX2-2	0	0	0	0	0
UBAP2	10.541	8.404	12.818	6.984	10.413
COL9A1	0.13	0.02	0.022	0.011	0.913
MEP1A	0.01	0.041	0.012	0	0.029
BOK	29.205	35.151	28.784	44.033	30.693
8-Mar	4.947	8.164	5.838	5.781	3.795
DNAJB6	35.215	46.331	29.168	42.581	33.838
PRSS12	8.114	0.027	4.945	0.105	4.68
RBM42	33.76	33.384	56.875	36.435	32.161
CHST3	8.08	11.295	6.15	11.673	6.127
MUDENG	6.632	5.967	5.939	6.081	8.053
METTL11B	0	0.13	0	0	0
LOC100125556	3.391	0.82	2.764	1.156	1.99
C11orf94	0	0	0	0	0
PIWIL2	0.36	0.863	0.506	0.529	0.407
C8orf80	0.3	0.344	0.341	0.143	0.658
DEDD2	20.9	10.742	24.814	6.506	20.177
SOD1	140.3	86.956	157.468	106.082	127.544
FKBP15	12.119	11.084	12.638	11.162	12.237
RNF14	11.617	11.218	9.537	12.844	10.906
GPR20	0.112	0.541	0.783	0.918	0.206
UAP1L1	1.171	2.262	2.009	2.146	2.289
ARPC1B	31.129	38.195	44.764	65.469	71.166
RALGAPA2	4.84	2.421	2.782	2.744	3.24
C6orf136	7.865	4.31	8.441	3.723	10.387
TUBB8	2.797	0.203	1.227	0.21	0.913
ZNF195	5.369	1.354	4.379	2.025	7.155
C4orf29	2.299	2.196	2.744	1.708	2.543
OR5H14	0	0	0	0	0
LELP1	0	0	0	0	0
KIAA1704	8.56	6.842	5.874	7.081	5.86
EPC2	9.024	9.656	7.357	10.4	8.009
HIST2H2AA3	21.17	8.022	34.169	4.925	30.066
CTAG2	0	0.035	0	0	0.033
C3orf24	0.584	0.281	0.244	0.036	0.993
UBFD1	13.982	7.911	11.558	7.786	12.937
MB	8.589	0.212	6.638	0.213	4.84
COL21A1	5.569	5.028	2.815	9.403	3.424
SNORD114-8	0	0	0	0	0
SLC16A6	0.251	0.246	0.637	0.128	0.711
PLCL2	6.296	1.467	2.715	2.68	2.614
CSNK1A1	49.144	49.154	40.258	53.774	52.344
ZNF490	2.872	2.423	2.499	1.409	3.21
TPK1	1.017	1.474	0.837	1.303	0.654
KCND1	1.098	4.3	1.26	3.442	2.617
PKMYT1	0.437	0.016	0.764	0.178	1.804
NCRNA00110	0	0	0	0.07	0
MRPS30	11.177	8.861	10.826	9.093	12.62
ZNF682	0.521	0.528	0.665	0.374	0.826
DMRTC2	0	0.109	0	0	0
ACSBG2	0.074	0.011	0.101	0	0.095
NCRNA00160	0	0	0	0	0.041
DUPD1	0	0.046	0	0.053	0
SH3GL2	1.954	1.605	1.661	0.839	1.491
RGS7	0.027	0.276	0.097	0	0
USP48	11.058	9.383	9.338	10.904	9.544
BCAM	650.981	69.842	981.779	114.87	470.7
RGPD6	3.054	2.129	2.217	2.587	2.645
LRRC4	2.691	0.723	1.78	0.612	1.829
GP9	0.167	0	0.08	0	0.1
CXorf59	1.58	0	0.437	0	1.697
NOMO3	20.859	17.517	18.471	13.306	13.479
CPNE4	0.111	0.095	0.277	0.258	0.398
HMG20B	39.519	41.822	59.584	36.067	44.257
ZFAND2A	5.586	8.723	7.156	9.727	6.998
TTC30A	5.772	1.639	3.354	1.983	3.005
C14orf119	10.446	7.459	11.25	11.028	10.325
ADH5	53.597	68.889	47.857	90.875	51.476
ANXA4	66.478	30.756	38.916	33.969	65.785
ZNF767	1.709	2.92	1.774	1.781	2.372
HR	2.471	1.05	5.963	1.51	1.548
PNMA6A	4.026	0.535	3.478	0.98	1.675
C8orf59	17	11.819	18.273	12.78	19.614
IPO13	16.2	16.819	15.497	15.636	14.891
RANBP1	35.678	21.944	42.788	29.074	32.86
RABGGTA	18.302	8.16	20.195	6.365	15.397
PLCD3	28.159	14.546	26.327	11.587	28.47
GALNTL5	0	0	0	0	0
DOT1L	3.868	3.133	5.688	2.766	4.567
ANKRD58	0.374	0.152	0.595	0.109	0.303
GLT25D2	0.626	0.481	0.718	0.901	0.504
TOR1AIP1	29.698	40.758	25.186	35.996	23.614
PRKD1	3.967	3.634	3.604	4.07	2.318
CD164L2	16.811	0.02	10.013	0	10.878
SPAG11B	0.047	0.101	0	0	0
APOL1	31.684	18.521	31.371	25.567	82.912
ERCC4	3.052	2.268	1.768	1.972	2.036
METTL2B	6.206	5.082	6.902	4.028	5.425
VNN2	1.97	0.691	0.621	0.232	3.199
INO80B	23.352	14.783	36.471	11.726	25.891
BIRC2	10.684	10.639	7.903	9.146	9.852
DIO3	1.121	1.212	2.031	3.606	0.378
ABCA2	25.19	8.773	20.566	6.311	7.837
RRP8	5.306	8.014	5.772	6.026	6.232
FLJ90757	11.161	4.886	12.003	4.537	7.91
TMEM141	59.729	19.265	75.765	18.858	55.071
UNC5A	0.68	0.182	1.359	0.25	48.825
UBQLN2	22.441	19.299	17.599	21.733	16.984
NUP88	12.084	9.16	12.066	9.726	15.173
C9orf64	9.154	5.108	9.233	7.025	7.796
ZNF16	4.212	4.526	4.553	4.28	5.405
RABGGTB	12.701	9.639	11.181	14.229	20.669
KCNJ2	2.878	0.453	3.265	0.175	8.109
IQCH	5.358	0.306	2.461	0.068	3.23
EIF2B2	10.879	10.239	12.788	13.146	12.571
ADAT1	2.565	1.776	1.897	1.654	1.9
HAR1B	0	0.034	0.076	0.117	0.096
PPP2R1B	4.636	3.564	4.6	2.973	4.705
ABCB10	4.588	2.401	2.885	3.424	4.166
RGS21	0	0	0	0	0
TREM2	5.54	0.26	10.712	0.894	12.999
WDR12	4.647	3.149	4.654	4.496	4.355
TAAR9	0	0	0	0	0
PKHD1	0.227	0.008	0.677	0	0.101
KRCC1	17.902	9.41	14.689	12.261	20.89
STAT1	28.431	22.961	23.862	27.505	20.98
PRKAG1	19.158	20.624	20.617	19.498	23.57
ANKRD19	0.454	0.456	0.621	0.638	0.534
ERN2	0.008	0.044	0.049	0.02	0.008
C11orf53	1.113	0	0.124	0	0.311
NDUFS2	36.81	33.613	38.044	31.421	39.007
ASNSD1	11.335	10.802	11.238	12.322	12.6
KCNQ2	0.317	0	0.238	0	0.036
IQUB	2.61	0.253	1.05	0.093	1.901
NAV2	5.318	4.786	2.763	2.76	8.859
CSAD	4.463	6.966	6.253	2.606	8.937
NEK4	10.464	3.106	6.669	3.58	6.834
SNORD115-48	0	0	0	0	0
MMEL1	1.225	0.206	2.453	0.36	1.72
DGKG	1.075	0.166	0.525	0.833	0.305
PECAM1	5.886	42.358	8.11	87.965	8.089
MRPS31	10.626	7.831	10.093	7.722	9.412
MKRN3	0.359	0.019	0.321	0.154	0.018
GATS	6.395	7.513	7.55	4.336	12.983
JAZF1	7.094	18.036	4.553	19.386	7.767
TAF13	6.101	10.446	6.159	8.082	4.414
GLUD1	39.584	31.677	38.198	44.372	43.986
CDH7	0.081	0.238	0.085	0.037	0.101
GAPDHS	0.096	0.103	0.206	0.024	0.192
SOSTDC1	0.552	0	0.91	0	2.393
SLC25A26	9.893	6.497	10.867	6.33	9.838
EIF5A2	0.956	2.122	0.716	1.684	0.76
RNASE10	3.546	5.938	4.234	1.807	3.546
P2RY14	0.066	0.377	0.131	1.43	0.066
FOXR2	0	0	0	0	0
MTCP1	1.131	1.09	1.35	0.632	1.794
PRAMEF8	0	0	0	0	0
CASP2	9.212	4.022	10.352	4.975	8.628
ARHGEF5	9.006	2.355	9.226	1.497	6.181
OR10J1	0	0	0	0	0
LOC285033	2.582	2.02	5.676	3.086	2.456
SPANXA2	0	0	0.178	0	0.075
SLC37A1	7.132	1.857	8.548	1.788	9.931
LIME1	2.895	1.658	6.74	1.647	5.087
C3orf67	2.582	0.26	1.064	0.113	1.042
FXYD5	77.683	33.238	110.031	78.787	105.304
YARS2	3.678	3.216	4.312	2.913	4.754
TGIF2LY	0	0	0	0	0
TIMP4	2.524	0.857	0.864	2.948	0.176
YPEL3	24.871	45.645	47.789	29.057	58.697
SIK3	10.093	11.593	8.348	7.764	7.768
PLXNA4	1.646	1.231	0.237	1.355	0.545
ZNF438	2.987	5.146	2.727	4.262	2.17
HMOX1	3.988	4.994	6.591	7.397	9.195
TMEM201	5.367	4.185	6.093	3.846	5.465
ACVR2A	3.869	2.999	2.906	3.53	2.74
GZMH	4.133	1.378	2.865	2.613	11.554
DYNC1H1	44.427	58.167	43.909	53.672	33.996
LOC442421	0.809	0.556	0.708	0.177	0.434
TINF2	19.366	23.142	20.969	24.063	17.389
LOC151162	18.106	7.047	11.768	7.365	16.793
CD9	230.264	125.095	260.257	139.377	292.603
BNIP3	14.762	9.7	12.419	11.398	18.979
EBF2	0.104	0.667	0.186	0.462	0.078
EIF2A	15.791	11.728	15.904	18.523	18.917
ADRBK1	28.505	27.994	46.44	30.082	34.717
C1orf194	170.758	0.047	63.061	0.054	89.663
RPS15A	740.57	456.619	1236.433	804.64	872.612
TMEM9	78.371	39.504	74.305	50.048	57.567
SHOC2	10.28	9.775	6.096	11.275	9.577
C12orf59	0.163	0.087	0.17	0	0.335
OR1S2	0	0	0	0	0
PSKH2	0	0	0	0	0
COX6B2	1.393	2.331	1.754	0.631	1.968
SDAD1	10.179	8.126	9.097	11.302	8.819
SLC6A19	0	0	0	0	0
C1orf144	35.803	36.571	44.029	35.952	37.156
PKP3	13.933	0.118	27.947	0.234	15.099
CSNK2B	78.078	46.583	87.499	56.638	80.541
PDE2A	2.809	8.374	4.35	26.007	1.429
GRN	130.884	130.933	178.714	126.429	191.54
ANKRD20A3	0.311	0.201	0.276	0.035	0.173
STOM	19.126	44.241	19.723	61.901	40.294
GIPC2	2.269	1.143	0.783	2.829	1.079
CRTAM	0.616	0.186	0.464	0.345	0.683
FAM71F1	0	0.018	0	0	0.05
HEPH	1.957	28.468	2.505	19.357	1.924
THNSL1	4.784	1.034	4.556	1.926	3.673
TRIM29	27.589	4.369	21.393	1.956	9.946
GSDMD	26.783	27.693	36.961	18.272	36.06
GOLGA7	17.435	19.771	12.962	22.748	16.449
SLC6A10P	0.116	0.173	0.069	0.071	0.07
SETD1B	14.187	20.516	17.938	9.769	13.471
IL17RC	10.175	16.049	15.823	8.605	11.921
TSSK3	0.624	1.012	1.053	0.501	1.571
ZCRB1	15.66	9.64	15.676	11.028	17.32
PHC3	35.622	31.057	25.609	28.493	29.373
WIPI2	17.808	15.998	20.008	13.127	18.215
KRTAP9-2	0	0	0	0	0
PYCR2	50.481	30.127	55.573	27.016	46.66
TMEM126B	9.863	10.671	10.674	14.75	12.701
HADH	38.483	22.808	48.416	34.333	41.326
BMP2K	5.802	3.922	3.898	3.044	4.488
DOK2	1.17	2.263	1.818	1.843	3.621
CD276	24.773	21.611	23.95	19.8	20.255
CNN3	60.181	86.857	60.218	138.256	66.269
FLJ22536	1.424	3.793	1.7	1.258	2.078
NSDHL	13.193	7.374	11.728	9.58	11.72
KRTAP10-3	0	0	0	0	0
PDCD6	52.068	32.744	61.114	39.338	51.488
DNAH11	4.607	0.095	1.883	0.062	2.751
RBM43	7.415	3.33	4.644	4.354	5.148
IWS1	13.919	12.725	12.582	15.469	13.351
C4orf12	0.969	0.61	0.785	1.018	0.692
NDUFB2	57.575	45.588	75.137	47.083	67.431
KIAA1432	3.554	5.99	2.335	5.041	2.955
MSLN	418.341	1.238	1047.033	0.76	372.51
ESX1	0.634	0.232	0.368	0.044	0.743
TXNDC16	2.658	2.625	1.719	1.809	2.203
TFPI	6.679	5.33	5.905	16.585	2.822
H2AFY	46.748	28.894	47.619	36.54	58.859
C19orf63	102.017	41.394	120.627	34.473	98.903
RAET1K	0.046	0.033	0.073	0	0.03
INO80C	9.375	3.116	7.385	4.614	6.131
FABP12	0	0	0	0	0
CHRNB1	2.737	3.273	3.805	2.756	3.312
LOC100130932	1.839	1.376	1.756	1.652	2.451
GATAD2A	12.051	6.919	14.088	8.666	12.13
SULT6B1	0.615	0	0	0	0.154
KLHL31	0.399	0.048	0.732	0.006	0.738
CLUAP1	16.11	8.551	11.29	10.971	16.633
MAP3K5	5.885	3.228	5.633	5.266	9.763
PATE1	0.169	0.02	0	0.023	0.038
FAM186B	0.339	0.181	0.337	0.127	0.292
IFNA8	0	0	0.033	0	0
HAAO	3.71	6.822	6.772	9.699	1.914
ABHD3	2.34	1.697	1.778	1.223	3.453
PDIK1L	3.202	1.467	2.473	2.077	2.549
VPS53	18.823	13.962	16.746	14.146	16.537
ZNF189	5.804	5.167	5.034	6.299	4.688
IFNAR1	13.382	8.779	12.957	8.787	13.282
CTDSP1	86.283	65.787	109.395	72.415	81.081
LOC90784	5.296	4.749	6.678	4.665	4.426
NUCB2	58.702	25.607	39.207	36.94	46.747
CDK2AP1	37.296	35.822	38.082	57.596	48.267
OAS2	3.178	3.294	3.997	3.933	4.666
ZDHHC2	11.036	3.806	7.077	4.038	11.649
MANBA	8.04	8.169	9.864	7.948	10.063
BEX1	12.816	0.852	13.041	3.051	6.673
NUDT2	14.585	9.25	16.445	12.089	21.24
NEK2	1.432	0.515	1.049	0.087	1.262
ODF1	0.114	0.03	0.034	0	0
TRPM5	0.305	0.039	0.32	0.018	0.065
MT1X	5.902	12.62	9.174	30.697	18.596
CHI3L1	19.042	9.388	33.722	0.379	436.091
RBMXL2	0.039	0	0.015	0	0.013
GABBR2	0.021	0.045	0.019	0.09	0.016
SMARCE1	37.815	38.029	32.624	54.693	34.14
EFTUD2	20.498	7.204	18.41	10.332	19.992
ZNF649	3.848	2.591	3.658	2.859	2.956
PMCHL2	0.387	0.248	0.231	0	0.271
KLK1	1.091	0.022	2.856	0.257	0.986
PLEKHA7	7.575	1.517	6.217	1.83	6.551
SLC30A10	0.011	0.034	0.026	0.013	0
ISM1	0.362	0.352	0.445	1.29	0.241
YME1L1	27.042	19.776	22.412	23.223	25.151
FAM173A	3.594	4.68	9.439	3.522	5.39
NYX	0	0	0.055	0	0
XPO1	34.365	22.053	29.461	28.217	28.193
CHST14	10.779	8.203	14.85	12.75	10.486
LOC387647	8.432	11.147	7.736	10.417	6.394
CECR4	0.831	0.254	1.985	0.436	0.594
RRAGD	11.192	0.48	3.698	0.705	8.423
CRISPLD2	7.732	34.339	10.161	102.485	3.733
C14orf147	6.958	7.764	7.755	9.795	10.87
CCDC40	23.464	1.92	14.129	1.687	13.322
OR10A4	0	0	0	0	0
NT5C2	11.77	6.291	12.417	5.918	17.877
ATXN7L3B	61.022	21.271	47.519	28.592	40.326
HGFAC	0.154	0.12	0.133	0.017	0.252
GPSM1	5.646	6.982	12.114	8.718	4.514
SMTNL1	0.083	0.074	0.133	0.102	0.18
SELPLG	8.734	2.448	13.406	3.341	7.01
NDUFB1	58.405	45.539	67.741	44.95	64.558
LGALS12	0.113	0.069	0.155	0	0.211
GCG	0	0	0	0	0
CCNJ	1.313	1.159	1.219	1.268	1.507
SNTB1	11.763	1.102	4.106	3.044	2.823
MYL1	0	0	0	0	0
PEX1	4.392	3.394	3.384	2.773	4.419
PIK3R4	5.974	6.164	4.872	6.283	4.813
TOR1AIP2	10.424	7.339	7.646	5.814	6.041
RPL13AP20	90.942	40.254	141.134	62.145	109.35
LOC541473	1.822	0.264	1.253	0.076	1.791
CA3	1.186	29.079	2.154	11.299	3.174
SNCG	131.753	21.042	49.475	33.176	11.113
PARN	13.205	12.024	12.521	12.813	12.61
MXD1	1.368	3.116	1.15	1.45	1.598
ZBTB11	5.526	6.143	4.116	5.632	4.353
BHLHE23	0	0	0	0	0
TRIP12	17.84	18.528	12.237	17.862	15.359
C8orf84	4.462	1.19	4.913	5.042	6.387
LIN7C	8.847	5.592	6.734	6.132	7.434
C20orf103	6.814	0.695	11.714	1.674	3.365
SPRY4	4.743	3.13	5.078	6.969	1.291
CNR1	0.253	0.424	0.118	2.04	0.069
FANCA	2.401	1.247	2.341	0.911	4.632
FRMPD2	2.605	0	0.777	0	1.935
HBII-52-27	0	0	0	0	0
KPTN	1.273	1.944	2.171	2.167	1.736
C12orf36	0	0	0.012	0	0
ANKRD2	0.081	0.129	0.144	0	0.04
PAOX	5.243	4.029	6.705	2.834	6.436
SRR	6.009	4.11	6.429	5.896	5.742
SCG3	0.138	0.037	0.052	0.011	0.086
OR51G1	0	0	0	0	0
SLC22A15	0.904	0.332	0.337	0.346	0.838
PMM2	5.494	4.657	7.668	4.423	11.288
GPR89A	4.198	3.439	4.185	4.648	5.712
ZBTB12	7.151	4.052	9.142	5.339	4.634
RCBTB1	6.507	5.412	3.466	7.035	6.252
AKIRIN1	16.182	16.214	13.609	12.68	11.885
OR5P2	0	0	0	0	0.03
ZNF467	7.012	5.675	10.961	5.295	8.625
